"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"rHmwlYBB/","rHmwlYBB34",34,51,"Foul by Riccardo Montolivo (Milan).","Foul",NA,"Home","AC Milan","Sassuolo","riccardo montolivo",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MyflIfjP/","MyflIfjP68",68,62,"Attempt missed. Riza Durmisi (Real Betis) left footed shot from outside the box is too high. Assisted by Petros.","Attempt","Key Pass","Away","Real Betis","Alaves","riza durmisi","petros",NA,NA,"Too high","Off target",0,"Outside the box","left foot","Pass","Open play",0
"4dgCNqiM/","4dgCNqiM22",22,23,"Attempt blocked. Alessandro Matri (Juventus) left footed shot from outside the box is blocked. Assisted by Paul Pogba.","Attempt","Key Pass","Away","Juventus","AS Roma","alessandro matri","paul pogba",NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","Pass","Open play",0
"Igv0LjDg/","Igv0LjDg102",102,87,"Eric Dier (Tottenham Hotspur) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Tottenham","Chelsea","eric dier",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"CMSGkvqe/","CMSGkvqe65",65,61,"Goal!  Fiorentina 0, Napoli 1. Gonzalo HiguaA­n (Napoli) right footed shot from the centre of the box to the high centre of the goal.","Attempt",NA,"Away","Napoli","Fiorentina","gonzalo higuain",NA,NA,NA,NA,"On target",1,"Centre of the box","right foot","None","Open play",0
"GE7m4Bmr/","GE7m4Bmr58",58,69,"Attempt saved. Yacine Brahimi (Granada CF) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Diego Buonanotte with a through ball.","Attempt","Key Pass","Home","Granada","Getafe","yacine brahimi","diego buonanotte",NA,NA,"Centre of the goal","On target",0,"Right side of the box","right foot","Through ball","Open play",0
"0QBZCHft/","0QBZCHft71",71,87,"Foul by Fernando Amorebieta (Athletic Bilbao).","Foul",NA,"Away","Athletic Bilbao","Barcelona","fernando amorebieta",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6azgd3Pu/","6azgd3Pu55",55,57,"Foul by Alex Bruce (Hull City).","Foul",NA,"Home","Hull","Swansea","alex bruce",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dzYNNPZm/","dzYNNPZm19",19,16,"Tomas Pekhart (FC Nurnberg) wins a free kick in the attacking half.","Free kick won",NA,"Away","Nurnberg","FC Augsburg","tomas pekhart",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"nqiLkSHH/","nqiLkSHH28",28,26,"Amauri (Parma) wins a free kick in the defensive half.","Free kick won",NA,"Home","Parma","AS Roma","amauri",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"8bNiFF5l/","8bNiFF5l37",37,46,"Moustapha Bayal Sall (St Etienne) wins a free kick in the defensive half.","Free kick won",NA,"Home","St Etienne","Stade de Reims","moustapha bayal sall",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"23ZDVy7O/","23ZDVy7O43",43,56,"Attempt missed. Sam Clucas (Hull City) header from the centre of the box misses to the right. Assisted by Robert Snodgrass with a cross.","Attempt","Key Pass","Home","Hull","West Brom","sam clucas","robert snodgrass",NA,NA,"Misses to the right","Off target",0,"Centre of the box","head","Cross","Open play",0
"U9zg15io/","U9zg15io102",102,71,"Substitution, FC Nurnberg. Alexander Esswein replaces Albert Bunjaku.","Substitution",NA,"Away","Nurnberg","FC Augsburg",NA,NA,"alexander esswein","albert bunjaku",NA,NA,0,NA,NA,"None",NA,0
"6qQwoFor/","6qQwoFor14",14,20,"Attempt missed. Pierre-Emerick Aubameyang (Borussia Dortmund) left footed shot from very close range is just a bit too high. Assisted by Marco Reus.","Attempt","Key Pass","Home","Borussia Dortmund","SV Darmstadt 98","pierreemerick aubameyang","marco reus",NA,NA,"Bit too high","Off target",0,"Very close range","left foot","Pass","Open play",0
"xEVqgnTj/","xEVqgnTj8",8,5,"Goal!  West Bromwich Albion 1, Cardiff City 0. Morgan Amalfitano (West Bromwich Albion) right footed shot from long range on the right to the bottom left corner following a fast break.","Attempt",NA,"Home","West Brom","Cardiff","morgan amalfitano",NA,NA,NA,"Bottom left corner","On target",1,"Long range","right foot","None","Open play",1
"Eckc7Ytd/","Eckc7Ytd56",56,73,"Dedryck Boyata (Manchester City) wins a free kick in the defensive half.","Free kick won",NA,"Away","Manchester City","Sunderland","dedryck boyata",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"0l1deQCF/","0l1deQCF91",91,86,"Angel Lafita (Real Zaragoza) wins a free kick in the defensive half.","Free kick won",NA,"Away","Real Zaragoza","Real Betis","angel lafita",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"balrKfUH/","balrKfUH64",64,60,"Foul by Jimmy Briand (Guingamp).","Foul",NA,"Away","Guingamp","AS Monaco","jimmy briand",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"IJQK1A5a/","IJQK1A5a50",50,41,"Corner,  Espanyol. Conceded by Ion Ansotegi.","Corner",NA,"Home","Espanyol","Real Sociedad","ion ansotegi","ion ansotegi",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"noJC42Jh/","noJC42Jh7",7,10,"Foul by Sergio Floccari (Parma).","Foul",NA,"Away","Parma","Catania","sergio floccari",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C4XhknOG/","C4XhknOG25",25,31,"Harry Kane (Tottenham Hotspur) wins a free kick on the left wing.","Free kick won",NA,"Home","Tottenham","West Ham","harry kane",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"xtt6LlKE/","xtt6LlKE62",62,45,"Attempt blocked. Souleymane Camara (Montpellier) left footed shot from outside the box is blocked.","Attempt",NA,"Home","Montpellier","Sochaux","souleymane camara",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","None","Open play",0
"0dlf36Fp/","0dlf36Fp46",46,49,"Baptiste Santamaria (Angers) wins a free kick in the defensive half.","Free kick won",NA,"Home","Angers","Toulouse","baptiste santamaria",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"EsuV75VO/","EsuV75VO49",49,54,"Foul by Rami Bensebaini (Montpellier).","Foul",NA,"Home","Montpellier","Angers","rami bensebaini",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WvNCu5NH/","WvNCu5NH31",31,47,"Goal!        Goal!  Southampton 1, Aston Villa 1. Jay Rodriguez (Southampton) header from the centre of the box to the bottom left corner. Assisted by Nathaniel Clyne with a cross.","Attempt","Key Pass","Home","Southampton","Aston Villa","jay rodriguez","nathaniel clyne",NA,NA,"Bottom left corner","On target",1,"Centre of the box","head","Cross","Open play",0
"S4DbngBP/","S4DbngBP1",1,1,"Foul by Danilo D'Ambrosio (Torino).","Foul",NA,"Away","Torino","Atalanta","danilo dambrosio",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Y7ayxUdl/","Y7ayxUdl61",61,60,"Giuseppe Vives (Torino) is shown the yellow card.","Yellow card",NA,"Away","Torino","Lazio","giuseppe vives",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"lbGtE8BC/","lbGtE8BC28",28,31,"Serge Aurier (Paris Saint Germain) is shown the yellow card for a bad foul.","Yellow card",NA,"Home","Paris Saint-Germain","Metz","serge aurier",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"pdYFilSa/","pdYFilSa6",6,9,"Attempt missed. Lucas Castro (Chievo) left footed shot from the centre of the box is just a bit too high. Assisted by Alberto Paloschi.","Attempt","Key Pass","Away","Chievo Verona","Palermo","lucas castro","alberto paloschi",NA,NA,"Bit too high","Off target",0,"Centre of the box","left foot","Pass","Open play",0
"S2j99Kdm/","S2j99Kdm72",72,60,"Corner,  Stuttgart. Conceded by Oliver Sorg.","Corner",NA,"Away","VfB Stuttgart","SC Freiburg","oliver sorg","oliver sorg",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jk5uD0gd/","jk5uD0gd7",7,10,"Foul by Juan Arango (Borussia Monchengladbach).","Foul",NA,"Away","Borussia Monchengladbach","Mainz","juan arango",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jZQM7UDq/","jZQM7UDq46",46,57,"Corner,  Torino. Conceded by Carlos Carmona.","Corner",NA,"Home","Torino","Atalanta","carlos carmona","carlos carmona",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xjDWPNs3/","xjDWPNs350",50,41,"Daniele Galloppa (Parma) wins a free kick on the left wing.","Free kick won",NA,"Away","Parma","Catania","daniele galloppa",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"EX9VAFWh/","EX9VAFWh8",8,10,"CA©dric Mongongu (Evian Thonon Gaillard) wins a free kick in the defensive half.","Free kick won",NA,"Away","Evian Thonon Gaillard","AS Monaco","cedric mongongu",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"G2aHwNnN/","G2aHwNnN42",42,25,"Mikel Balenziaga (Real Valladolid) wins a free kick in the defensive half.","Free kick won",NA,"Away","Real Valladolid","Osasuna","mikel balenziaga",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"GAq3FPbI/","GAq3FPbI16",16,20,"Corner,  Toulouse. Conceded by Ahmed Kantari.","Corner",NA,"Away","Toulouse","Lens","ahmed kantari","ahmed kantari",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MiO78zVk/","MiO78zVk38",38,36,"Foul by Carlos Vela (Real Sociedad).","Foul",NA,"Away","Real Sociedad","Elche","carlos vela",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0EXeOHdh/","0EXeOHdh43",43,53,"Xabi Prieto (Real Sociedad) wins a free kick on the right wing.","Free kick won",NA,"Away","Real Sociedad","Sevilla","xabi prieto",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"jTp7C0SD/","jTp7C0SD5",5,6,"Fran Rico (Granada CF) wins a free kick in the defensive half.","Free kick won",NA,"Away","Granada","Osasuna","fran rico",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"ALduxx9R/","ALduxx9R62",62,68,"Substitution, FC Bayern Munchen. Thomas Muller replaces Douglas Costa.","Substitution",NA,"Away","Bayern Munich","SV Darmstadt 98",NA,NA,"thomas muller","douglas costa",NA,NA,0,NA,NA,"None",NA,0
"YBZEBOyM/","YBZEBOyM9",9,17,"Andrea Ranocchia (Sampdoria) wins a free kick in the defensive half.","Free kick won",NA,"Away","Sampdoria","Bologna","andrea ranocchia",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AHYXkJER/","AHYXkJER36",36,47,"Foul by Ryan Shawcross (Stoke City).","Foul",NA,"Away","Stoke City","Sunderland","ryan shawcross",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vyggx7kG/","vyggx7kG67",67,65,"Offside, Inter Milan. Walter Samuel tries a through ball, but Diego Milito is caught offside.","Offside","Failed through ball","Home","Internazionale","Genoa","diego milito","walter samuel",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"pAypAOcr/","pAypAOcr22",22,27,"Attempt saved. Piti (Rayo Vallecano) left footed shot from outside the box is saved in the bottom right corner.","Attempt",NA,"Home","Rayo Vallecano","Real Sociedad","piti",NA,NA,NA,"Bottom right corner","On target",0,"Outside the box","left foot","None","Open play",0
"I71hqMhm/","I71hqMhm8",8,6,"Niklas Stark (Hertha Berlin) wins a free kick in the defensive half.","Free kick won",NA,"Home","Hertha Berlin","Schalke 04","niklas stark",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"fHftkgF3/","fHftkgF381",81,76,"Substitution, Borussia Dortmund. Ivan Perisic replaces Marco Reus.","Substitution",NA,"Home","Borussia Dortmund","VfB Stuttgart",NA,NA,"ivan perisic","marco reus",NA,NA,0,NA,NA,"None",NA,0
"dEQTt5tQ/","dEQTt5tQ26",26,34,"Foul by Tomas Pekhart (FC Nurnberg).","Foul",NA,"Home","Nurnberg","Schalke 04","tomas pekhart",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GA1ZP3vA/","GA1ZP3vA7",7,12,"Corner,  Valenciennes. Conceded by Salif SanA©.","Corner",NA,"Home","Valenciennes","AS Nancy Lorraine","salif sana©","salif sana©",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hhbfMrO2/","hhbfMrO230",30,33,"Hand ball by Ilir Azemi (SpVgg Greuther Furth).","Hand ball",NA,"Away","SpVgg Greuther Furth","VfL Wolfsburg","ilir azemi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dnop7Gw2/","dnop7Gw225",25,24,"Corner,  Levante. Conceded by Pedro Bigas.","Corner",NA,"Home","Levante","Mallorca","pedro bigas","pedro bigas",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hn08ySE6/","hn08ySE69",9,10,"Goal!  Palermo 1, Chievo 0. Fabrizio Miccoli (Palermo) converts the penalty with a right footed shot to the bottom left corner.","Attempt",NA,"Home","Palermo","Chievo Verona","fabrizio miccoli",NA,NA,NA,"Bottom left corner","On target",1,"Penalty spot","right foot","None","Set piece",0
"IiqM6It6/","IiqM6It641",41,38,"Raphael Schafer (FC Nurnberg) wins a free kick in the defensive half.","Free kick won",NA,"Away","Nurnberg","SpVgg Greuther Furth","raphael schafer",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"fofjIHyc/","fofjIHyc90",90,65,"Foul by Salif Sane (Hannover 96).","Foul",NA,"Home","Hannover 96","TSG Hoffenheim","salif sane",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OKQjmlDj/","OKQjmlDj28",28,19,"Attempt saved. Ivan Rakitic (Barcelona) left footed shot from the centre of the box is saved in the bottom left corner.","Attempt",NA,"Home","Barcelona","Real Madrid","ivan rakitic",NA,NA,NA,"Bottom left corner","On target",0,"Centre of the box","left foot","None","Open play",0
"K8JmrdWn/","K8JmrdWn44",44,63,"Corner,  Athletic Club. Conceded by Filipe Luis.","Corner",NA,"Home","Athletic Bilbao","Atletico Madrid","filipe luis","filipe luis",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OvfeagRD/","OvfeagRD74",74,80,"Fabio Quagliarella (Juventus) wins a free kick on the left wing.","Free kick won",NA,"Home","Juventus","Palermo","fabio quagliarella",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"CYEqi6DL/","CYEqi6DL18",18,23,"Domenico Berardi (Sassuolo) wins a free kick in the defensive half.","Free kick won",NA,"Away","Sassuolo","Torino","domenico berardi",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"n9s9ZBao/","n9s9ZBao65",65,68,"Offside, Villarreal. Jonathan De GuzmA¡n tries a through ball, but Marco Ruben is caught offside.","Offside","Failed through ball","Home","Villarreal","Sevilla","marco ruben","jonathan de guzmaa¡n",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"44He3NXE/","44He3NXE63",63,67,"Patrice Evra (Manchester United) wins a free kick in the defensive half.","Free kick won",NA,"Away","Manchester Utd","Crystal Palace","patrice evra",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AaPDDFbm/","AaPDDFbm73",73,67,"Jordi Figueras (Real Betis) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Real Betis","Elche","jordi figueras",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"zT1r3lCg/","zT1r3lCg26",26,33,"Corner,  Rayo Vallecano. Conceded by Arda Turan.","Corner",NA,"Away","Rayo Vallecano","Atletico Madrid","arda turan","arda turan",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vHKpbZbg/","vHKpbZbg87",87,66,"Substitution, Real Madrid. Lucas Vazquez replaces Marco Asensio.","Substitution",NA,"Home","Real Madrid","Deportivo La Coruna",NA,NA,"lucas vazquez","marco asensio",NA,NA,0,NA,NA,"None",NA,0
"lKBS0Muf/","lKBS0Muf2",2,3,"Foul by Perparim Hetemaj (Chievo).","Foul",NA,"Away","Chievo Verona","Sampdoria","perparim hetemaj",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"f3wP5497/","f3wP549787",87,79,"Corner,  Toulouse. Conceded by Benjamin Lecomte.","Corner",NA,"Away","Toulouse","Lorient","benjamin lecomte","benjamin lecomte",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6uznAhv8/","6uznAhv821",21,22,"Attempt blocked. Henrikh Mkhitaryan (Borussia Dortmund) right footed shot from the right side of the box is blocked.","Attempt",NA,"Home","Borussia Dortmund","Nurnberg","henrikh mkhitaryan",NA,NA,NA,"Blocked","Blocked",0,"Right side of the box","right foot","None","Open play",0
"tUblXowm/","tUblXowm59",59,60,"Substitution, Celta de Vigo. Jon Aurtenetxe replaces Borja OubiA±a.","Substitution",NA,"Away","Celta Vigo","Granada",NA,NA,"borja oubina","borja oubia±a",NA,NA,0,NA,NA,"None",NA,0
"W4ZEqMTG/","W4ZEqMTG98",98,87,"RA©my Cabella (Montpellier) wins a free kick on the left wing.","Free kick won",NA,"Away","Montpellier","Bordeaux","remy cabella",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"UoRMYPGR/","UoRMYPGR4",4,8,"Corner,  AlmerA­a. Conceded by Coro.","Corner",NA,"Home","Almeria","Elche","coro","coro",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OvuVr3Sb/","OvuVr3Sb38",38,31,"Attempt missed. Wissam Ben Yedder (Toulouse) right footed shot from the right side of the box is close, but misses to the left. Assisted by Etienne Didot.","Attempt","Key Pass","Home","Toulouse","Evian Thonon Gaillard","wissam ben yedder","etienne didot",NA,NA,"Misses to the left","Off target",0,"Right side of the box","right foot","Pass","Open play",0
"2NV7I4l4/","2NV7I4l487",87,87,"Corner,  West Ham United. Conceded by Daley Blind.","Corner",NA,"Away","West Ham","Manchester Utd","daley blind","daley blind",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OvR6cRP2/","OvR6cRP270",70,77,"Foul by Cheick Doukoure (Lorient).","Foul",NA,"Away","Lorient","Nice","cheick doukoure",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fm7FCz6L/","fm7FCz6L19",19,21,"Foul by Saul BerjA³n (Eibar).","Foul",NA,"Home","Eibar","Getafe","saul berjon",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6qQcRjE6/","6qQcRjE696",96,82,"Artjoms Rudnevs (Hannover 96) wins a free kick in the defensive half.","Free kick won",NA,"Away","Hannover 96","VfL Wolfsburg","artjoms rudnevs",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"b9gIW50S/","b9gIW50S38",38,34,"Attempt blocked. David Alaba (Bayern Munich) left footed shot from outside the box is blocked. Assisted by Toni Kroos.","Attempt","Key Pass","Home","Bayern Munich","Borussia Monchengladbach","david alaba","toni kroos",NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","Pass","Open play",0
"0p6V9OiE/","0p6V9OiE85",85,65,"Rade Krunic (Empoli) wins a free kick on the right wing.","Free kick won",NA,"Home","Empoli","AC Milan","rade krunic",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"0Kfjjd4I/","0Kfjjd4I48",48,48,"Nadiem Amiri (1899 Hoffenheim) wins a free kick in the attacking half.","Free kick won",NA,"Home","TSG Hoffenheim","FC Cologne","nadiem amiri",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"Q1rnf4xB/","Q1rnf4xB34",34,45,"Aleksandar Kolarov (Manchester City) wins a free kick in the defensive half.","Free kick won",NA,"Away","Manchester City","Southampton","aleksandar kolarov",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"8nFYCHXB/","8nFYCHXB97",97,90,"Foul by Yannick Cahuzac (Bastia).","Foul",NA,"Away","Bastia","Guingamp","yannick cahuzac",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jXVPL6x7/","jXVPL6x712",12,13,"Attempt saved. Victor Wanyama (Tottenham Hotspur) right footed shot from outside the box is saved in the bottom right corner. Assisted by Son Heung-Min.","Attempt","Key Pass","Home","Tottenham","Sunderland","victor wanyama","son heungmin",NA,NA,"Bottom right corner","On target",0,"Outside the box","right foot","Pass","Open play",0
"lz6Mm22d/","lz6Mm22d67",67,73,"Falcao (Manchester United) wins a free kick in the defensive half.","Free kick won",NA,"Away","Manchester Utd","QPR","falcao",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"6i6bZSxa/","6i6bZSxa99",99,76,"Foul by Oscar De Marcos (Athletic Club).","Foul",NA,"Away","Athletic Bilbao","Barcelona","oscar de marcos",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bRMiT6ui/","bRMiT6ui79",79,55,"JA©rA©my Morel (Marseille) wins a free kick in the defensive half.","Free kick won",NA,"Away","Marseille","Lille","jeremy morel",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"E76hdVZk/","E76hdVZk18",18,17,"Foul by Ryad Boudebouz (Bastia).","Foul",NA,"Away","Bastia","Caen","ryad boudebouz",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KS7BthKE/","KS7BthKE84",84,81,"Corner,  1. FC Koln. Conceded by Ralf Fahrmann.","Corner",NA,"Home","FC Cologne","Schalke 04","ralf fahrmann","ralf fahrmann",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jXyiU5fL/","jXyiU5fL53",53,64,"Foul by Martin Demichelis (Manchester City).","Foul",NA,"Home","Manchester City","Swansea","martin demichelis",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fN7Ourje/","fN7Ourje99",99,89,"Hand ball by Pablo Hernandez (Celta de Vigo).","Hand ball",NA,"Away","Celta Vigo","Espanyol","pablo hernandez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nVi3CH0R/","nVi3CH0R33",33,29,"Foul by Hassan Yebda (Granada CF).","Foul",NA,"Home","Granada","Malaga","hassan yebda",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0GIliwgn/","0GIliwgn2",2,2,"Foul by Florian Thauvin (Marseille).","Foul",NA,"Home","Marseille","Evian Thonon Gaillard","florian thauvin",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MZsVFpPR/","MZsVFpPR98",98,76,"Foul by Marcus Berg (Hamburg).","Foul",NA,"Home","Hamburg SV","Hannover 96","marcus berg",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dSJYHyhG/","dSJYHyhG34",34,36,"Corner,  Everton. Conceded by Neil Taylor.","Corner",NA,"Away","Everton","Swansea","neil taylor","neil taylor",NA,NA,NA,NA,0,NA,NA,"None",NA,0
